time,open,high,low,close,tick_volume,spread,real_volume
2025-10-17 17:45:00,1.1668,1.16695,1.16627,1.16655,569,18,0
2025-10-17 17:50:00,1.16654,1.1667399999999999,1.16632,1.16661,433,18,0
2025-10-17 17:55:00,1.16663,1.16681,1.16651,1.16661,642,18,0
2025-10-17 18:00:00,1.16662,1.16666,1.1660300000000001,1.16616,555,18,0
2025-10-17 18:05:00,1.16615,1.1663000000000001,1.16604,1.16619,497,18,0
2025-10-17 18:10:00,1.1662,1.16649,1.1661,1.16648,480,18,0
2025-10-17 18:15:00,1.1665,1.16665,1.16629,1.16642,403,18,0
2025-10-17 18:20:00,1.16643,1.16652,1.16619,1.16624,482,18,0
2025-10-17 18:25:00,1.16625,1.16644,1.166,1.1660300000000001,457,18,0
2025-10-17 18:30:00,1.16604,1.16632,1.16599,1.16627,302,18,0
2025-10-17 18:35:00,1.16629,1.16696,1.16622,1.16687,286,18,0
2025-10-17 18:40:00,1.16688,1.16702,1.16661,1.16673,182,18,0
2025-10-17 18:45:00,1.1667399999999999,1.16708,1.1667399999999999,1.167,166,18,0
2025-10-17 18:50:00,1.1670099999999999,1.1672,1.16698,1.16702,163,18,0
2025-10-17 18:55:00,1.16702,1.16724,1.16692,1.16724,302,18,0
2025-10-17 19:00:00,1.16723,1.16723,1.16689,1.16717,280,18,0
2025-10-17 19:05:00,1.16716,1.16726,1.16695,1.16695,217,18,0
2025-10-17 19:10:00,1.16696,1.16757,1.16696,1.16748,247,18,0
2025-10-17 19:15:00,1.16745,1.1677,1.1674,1.1677,158,18,0
2025-10-17 19:20:00,1.16769,1.16782,1.16746,1.1675200000000001,187,18,0
2025-10-17 19:25:00,1.16755,1.16776,1.1675,1.1677,148,18,0
2025-10-17 19:30:00,1.16771,1.1678600000000001,1.16756,1.16779,179,18,0
2025-10-17 19:35:00,1.1678,1.16782,1.16751,1.16766,195,18,0
2025-10-17 19:40:00,1.16765,1.16766,1.1672500000000001,1.16726,200,18,0
2025-10-17 19:45:00,1.1672500000000001,1.16748,1.1672500000000001,1.16739,217,18,0
2025-10-17 19:50:00,1.16738,1.16754,1.16733,1.16749,210,18,0
2025-10-17 19:55:00,1.16748,1.16755,1.16695,1.1670099999999999,252,18,0
2025-10-17 20:00:00,1.167,1.1671,1.16679,1.16695,308,18,0
2025-10-17 20:05:00,1.16696,1.16702,1.16683,1.16696,225,18,0
2025-10-17 20:10:00,1.16696,1.16709,1.16689,1.1670099999999999,124,18,0
2025-10-17 20:15:00,1.167,1.16736,1.167,1.1673,180,18,0
2025-10-17 20:20:00,1.1673,1.16742,1.16726,1.16727,151,18,0
2025-10-17 20:25:00,1.16726,1.16733,1.16716,1.16722,120,18,0
2025-10-17 20:30:00,1.16724,1.16727,1.16709,1.16723,169,18,0
2025-10-17 20:35:00,1.16724,1.16738,1.1672,1.16726,129,18,0
2025-10-17 20:40:00,1.16727,1.16743,1.16718,1.16732,131,18,0
2025-10-17 20:45:00,1.16732,1.16749,1.16722,1.16747,124,18,0
2025-10-17 20:50:00,1.16746,1.16746,1.16717,1.16717,115,18,0
2025-10-17 20:55:00,1.16717,1.16717,1.16661,1.16669,308,18,0
2025-10-17 21:00:00,1.1667,1.16687,1.16631,1.16686,314,18,0
2025-10-17 21:05:00,1.16687,1.16697,1.16677,1.16694,138,18,0
2025-10-17 21:10:00,1.16695,1.167,1.16662,1.16672,190,18,0
2025-10-17 21:15:00,1.16668,1.16713,1.16658,1.16713,219,18,0
2025-10-17 21:20:00,1.16713,1.16734,1.16702,1.1672500000000001,142,18,0
2025-10-17 21:25:00,1.1672500000000001,1.1673,1.16711,1.16716,178,18,0
2025-10-17 21:30:00,1.16715,1.16715,1.16685,1.1669,196,18,0
2025-10-17 21:35:00,1.16692,1.16718,1.1669,1.16715,167,18,0
2025-10-17 21:40:00,1.16716,1.1672,1.16697,1.16698,143,18,0
2025-10-17 21:45:00,1.16697,1.16705,1.1669100000000001,1.16693,165,18,0
2025-10-17 21:50:00,1.16692,1.16697,1.16656,1.16656,154,18,0
2025-10-17 21:55:00,1.16658,1.16673,1.16648,1.16671,166,18,0
2025-10-17 22:00:00,1.16672,1.16704,1.16672,1.1669,213,18,0
2025-10-17 22:05:00,1.16689,1.16695,1.1668,1.16682,87,18,0
2025-10-17 22:10:00,1.16683,1.1669,1.16676,1.16686,64,18,0
2025-10-17 22:15:00,1.16687,1.1669,1.16682,1.16688,86,18,0
2025-10-17 22:20:00,1.16688,1.1669,1.16677,1.16677,93,18,0
2025-10-17 22:25:00,1.16676,1.1668,1.1666400000000001,1.16667,42,18,0
2025-10-17 22:30:00,1.16668,1.1667399999999999,1.16657,1.16672,80,18,0
2025-10-17 22:35:00,1.1667,1.16672,1.16657,1.1666400000000001,85,18,0
2025-10-17 22:40:00,1.16665,1.16677,1.16663,1.16666,51,18,0
2025-10-17 22:45:00,1.16666,1.16668,1.16651,1.16661,97,18,0
2025-10-17 22:50:00,1.16662,1.16676,1.1666,1.16672,129,18,0
2025-10-17 22:55:00,1.16673,1.16697,1.1667,1.16697,154,18,0
2025-10-17 23:00:00,1.16688,1.1669100000000001,1.16678,1.16682,89,18,0
2025-10-17 23:05:00,1.16682,1.16692,1.16681,1.16685,50,18,0
2025-10-17 23:10:00,1.16684,1.1669,1.166,1.16657,158,18,0
2025-10-17 23:15:00,1.16656,1.16661,1.1663999999999999,1.16648,102,18,0
2025-10-17 23:20:00,1.16647,1.1665,1.16618,1.16631,55,18,0
2025-10-17 23:25:00,1.16631,1.16643,1.16616,1.16619,74,18,0
2025-10-17 23:30:00,1.1662,1.16622,1.16611,1.16611,26,18,0
2025-10-17 23:35:00,1.16609,1.16625,1.16562,1.16565,150,18,0
2025-10-17 23:40:00,1.16559,1.16609,1.16531,1.16578,133,18,0
2025-10-17 23:45:00,1.16578,1.16588,1.16551,1.16551,169,18,0
2025-10-17 23:50:00,1.1655,1.16563,1.16492,1.1651799999999999,287,18,0
2025-10-17 23:55:00,1.16521,1.16536,1.16497,1.16504,122,18,0
2025-10-20 00:00:00,1.16634,1.16634,1.16626,1.16626,14,55,0
2025-10-20 00:05:00,1.16626,1.16631,1.16614,1.16631,16,64,0
2025-10-20 00:10:00,1.1663999999999999,1.16648,1.16632,1.16642,25,47,0
2025-10-20 00:15:00,1.16644,1.16646,1.16639,1.16644,26,43,0
2025-10-20 00:20:00,1.16644,1.16647,1.16604,1.16604,18,38,0
2025-10-20 00:25:00,1.16604,1.16604,1.16592,1.16598,11,50,0
2025-10-20 00:30:00,1.16592,1.166,1.1658,1.16588,44,45,0
2025-10-20 00:35:00,1.1658,1.16604,1.16577,1.16584,50,36,0
2025-10-20 00:40:00,1.16584,1.16602,1.1657899999999999,1.16602,15,35,0
2025-10-20 00:45:00,1.16597,1.16598,1.16557,1.16586,23,36,0
2025-10-20 00:50:00,1.16586,1.166,1.16585,1.16589,20,34,0
2025-10-20 00:55:00,1.1659,1.16593,1.1651799999999999,1.16527,101,42,0
2025-10-20 01:00:00,1.16528,1.16559,1.16526,1.16534,195,20,0
2025-10-20 01:05:00,1.16533,1.16547,1.16527,1.16545,79,18,0
2025-10-20 01:10:00,1.16545,1.16545,1.16529,1.16531,81,18,0
2025-10-20 01:15:00,1.16532,1.16537,1.16521,1.16532,59,19,0
2025-10-20 01:20:00,1.16531,1.16544,1.16527,1.16528,62,19,0
2025-10-20 01:25:00,1.16527,1.16538,1.1650800000000001,1.16533,81,18,0
2025-10-20 01:30:00,1.16532,1.1654,1.16521,1.16538,131,18,0
2025-10-20 01:35:00,1.16535,1.1656,1.16532,1.16559,53,19,0
2025-10-20 01:40:00,1.16559,1.16566,1.16557,1.16563,64,18,0
2025-10-20 01:45:00,1.16563,1.16567,1.16553,1.16567,38,18,0
2025-10-20 01:50:00,1.16567,1.16567,1.16553,1.1656,35,18,0
2025-10-20 01:55:00,1.16559,1.16559,1.16538,1.16552,56,18,0
2025-10-20 02:00:00,1.16552,1.16552,1.16533,1.16539,76,18,0
2025-10-20 02:05:00,1.16539,1.16553,1.16539,1.16546,75,18,0
2025-10-20 02:10:00,1.1654200000000001,1.16552,1.16541,1.16544,102,18,0
2025-10-20 02:15:00,1.16545,1.16547,1.16537,1.16543,48,18,0
2025-10-20 02:20:00,1.16543,1.1658,1.16543,1.16578,53,18,0
2025-10-20 02:25:00,1.16578,1.16587,1.16573,1.16582,46,18,0
2025-10-20 02:30:00,1.16581,1.16583,1.16573,1.16576,36,18,0
2025-10-20 02:35:00,1.16576,1.16591,1.16576,1.16586,39,18,0
2025-10-20 02:40:00,1.16586,1.16607,1.16582,1.16602,64,18,0
2025-10-20 02:45:00,1.16599,1.16599,1.16573,1.16581,136,18,0
2025-10-20 02:50:00,1.16582,1.16592,1.16572,1.16573,99,18,0
2025-10-20 02:55:00,1.16572,1.16573,1.16556,1.1657,85,18,0
2025-10-20 03:00:00,1.16571,1.16607,1.1657,1.1657899999999999,243,18,0
2025-10-20 03:05:00,1.16578,1.16617,1.1657,1.16615,144,18,0
2025-10-20 03:10:00,1.1661299999999999,1.16619,1.16582,1.16584,130,18,0
2025-10-20 03:15:00,1.16586,1.16602,1.1656900000000001,1.16586,230,18,0
2025-10-20 03:20:00,1.16587,1.16612,1.16581,1.16611,144,18,0
2025-10-20 03:25:00,1.16611,1.1661299999999999,1.16589,1.16589,163,18,0
2025-10-20 03:30:00,1.16588,1.16597,1.16571,1.16595,137,18,0
2025-10-20 03:35:00,1.16595,1.16629,1.16594,1.16611,120,18,0
2025-10-20 03:40:00,1.16612,1.16616,1.16602,1.16612,113,18,0
2025-10-20 03:45:00,1.1661299999999999,1.16635,1.16611,1.1663000000000001,109,18,0
2025-10-20 03:50:00,1.1663000000000001,1.16639,1.16608,1.16627,201,18,0
2025-10-20 03:55:00,1.16628,1.16656,1.16607,1.16655,209,18,0
2025-10-20 04:00:00,1.16656,1.16665,1.16639,1.16645,235,18,0
2025-10-20 04:05:00,1.16645,1.16659,1.16638,1.16649,121,18,0
2025-10-20 04:10:00,1.1665,1.16666,1.16645,1.16659,116,18,0
2025-10-20 04:15:00,1.16659,1.16665,1.16655,1.1666,117,18,0
2025-10-20 04:20:00,1.16659,1.16659,1.16623,1.1663999999999999,143,18,0
2025-10-20 04:25:00,1.1663999999999999,1.1663999999999999,1.1661,1.16612,122,18,0
2025-10-20 04:30:00,1.16611,1.1661299999999999,1.16595,1.16596,139,18,0
2025-10-20 04:35:00,1.16595,1.16598,1.16557,1.16564,125,18,0
2025-10-20 04:40:00,1.16564,1.16578,1.16557,1.16577,153,18,0
2025-10-20 04:45:00,1.16578,1.16612,1.16576,1.16607,207,18,0
2025-10-20 04:50:00,1.16606,1.16628,1.16605,1.1662,139,18,0
2025-10-20 04:55:00,1.16619,1.16619,1.16588,1.16591,103,18,0
2025-10-20 05:00:00,1.16592,1.16634,1.16592,1.16633,136,18,0
2025-10-20 05:05:00,1.16634,1.16654,1.16632,1.16642,115,18,0
2025-10-20 05:10:00,1.16641,1.1667,1.16641,1.1667,79,18,0
2025-10-20 05:15:00,1.16669,1.16675,1.16665,1.16671,101,18,0
2025-10-20 05:20:00,1.1667,1.1669,1.16661,1.16687,85,18,0
2025-10-20 05:25:00,1.16685,1.16685,1.16671,1.1668,51,18,0
2025-10-20 05:30:00,1.16678,1.16697,1.1667399999999999,1.16695,72,18,0
2025-10-20 05:35:00,1.16693,1.16695,1.16679,1.1668,58,18,0
2025-10-20 05:40:00,1.16679,1.16679,1.1666400000000001,1.16666,54,18,0
2025-10-20 05:45:00,1.16665,1.16665,1.16645,1.16652,131,18,0
2025-10-20 05:50:00,1.16651,1.1666400000000001,1.16649,1.1665,81,18,0
2025-10-20 05:55:00,1.16649,1.16654,1.16631,1.16649,101,18,0
2025-10-20 06:00:00,1.16649,1.1665,1.16641,1.16645,117,18,0
2025-10-20 06:05:00,1.16646,1.16663,1.16646,1.16661,79,18,0
2025-10-20 06:10:00,1.16661,1.16669,1.16658,1.16658,60,18,0
2025-10-20 06:15:00,1.16658,1.16676,1.16655,1.16675,38,18,0
2025-10-20 06:20:00,1.16675,1.16675,1.16665,1.16665,61,18,0
2025-10-20 06:25:00,1.16666,1.1667,1.16656,1.16657,54,18,0
2025-10-20 06:30:00,1.16656,1.16665,1.16651,1.1666400000000001,63,18,0
2025-10-20 06:35:00,1.1666400000000001,1.1667,1.16659,1.1666,87,18,0
2025-10-20 06:40:00,1.1666,1.16661,1.16655,1.16655,33,18,0
2025-10-20 06:45:00,1.16651,1.16653,1.16647,1.16648,63,18,0
2025-10-20 06:50:00,1.16647,1.16671,1.16646,1.16659,155,18,0
2025-10-20 06:55:00,1.1666,1.16679,1.16658,1.16673,116,18,0
2025-10-20 07:00:00,1.1667399999999999,1.16681,1.16656,1.1666400000000001,96,18,0
2025-10-20 07:05:00,1.16663,1.16667,1.16655,1.16655,81,18,0
2025-10-20 07:10:00,1.16659,1.16659,1.16646,1.16647,52,18,0
2025-10-20 07:15:00,1.16649,1.1666400000000001,1.16649,1.16656,58,18,0
2025-10-20 07:20:00,1.16656,1.16665,1.16656,1.1666,53,18,0
2025-10-20 07:25:00,1.16661,1.16681,1.16661,1.16677,96,18,0
2025-10-20 07:30:00,1.16677,1.16695,1.16677,1.16687,75,18,0
2025-10-20 07:35:00,1.16688,1.1671,1.16686,1.16689,81,18,0
2025-10-20 07:40:00,1.16689,1.16705,1.16662,1.167,135,18,0
2025-10-20 07:45:00,1.1670099999999999,1.16726,1.167,1.1672500000000001,81,18,0
2025-10-20 07:50:00,1.1672500000000001,1.1673,1.16719,1.16721,51,18,0
2025-10-20 07:55:00,1.16721,1.16724,1.16705,1.16707,91,18,0
2025-10-20 08:00:00,1.16706,1.16706,1.16692,1.16695,162,18,0
2025-10-20 08:05:00,1.16694,1.16719,1.16692,1.16716,80,18,0
2025-10-20 08:10:00,1.16716,1.1672,1.16705,1.16714,66,18,0
2025-10-20 08:15:00,1.16714,1.16722,1.16711,1.16717,50,18,0
2025-10-20 08:20:00,1.16718,1.1672,1.16711,1.16714,65,18,0
2025-10-20 08:25:00,1.16712,1.16732,1.16708,1.16728,75,18,0
2025-10-20 08:30:00,1.16728,1.16737,1.16723,1.1673499999999999,54,18,0
2025-10-20 08:35:00,1.16736,1.16746,1.1672500000000001,1.16727,71,18,0
2025-10-20 08:40:00,1.16729,1.16741,1.16717,1.16732,118,18,0
2025-10-20 08:45:00,1.16733,1.1673499999999999,1.16727,1.1673,77,18,0
2025-10-20 08:50:00,1.1673,1.1673499999999999,1.16712,1.16715,79,18,0
2025-10-20 08:55:00,1.16716,1.16731,1.16707,1.16728,96,18,0
2025-10-20 09:00:00,1.16726,1.16726,1.16663,1.1668,438,18,0
2025-10-20 09:05:00,1.1668,1.16686,1.16642,1.1665,270,18,0
2025-10-20 09:10:00,1.16649,1.16651,1.16623,1.16623,290,18,0
2025-10-20 09:15:00,1.16624,1.16643,1.16589,1.1659,273,18,0
2025-10-20 09:20:00,1.1659,1.1661,1.1657899999999999,1.16593,269,18,0
2025-10-20 09:25:00,1.16594,1.16609,1.16585,1.16601,292,18,0
2025-10-20 09:30:00,1.16601,1.16646,1.16598,1.16643,268,18,0
2025-10-20 09:35:00,1.16643,1.16647,1.1661,1.1661299999999999,176,18,0
2025-10-20 09:40:00,1.1661299999999999,1.16669,1.16608,1.16655,170,18,0
2025-10-20 09:45:00,1.16654,1.16662,1.16601,1.1661,180,18,0
2025-10-20 09:50:00,1.1661,1.16611,1.16584,1.166,221,18,0
2025-10-20 09:55:00,1.16601,1.16605,1.16558,1.16575,343,18,0
2025-10-20 10:00:00,1.16574,1.16589,1.1654200000000001,1.16558,380,18,0
2025-10-20 10:05:00,1.16559,1.16589,1.16528,1.16587,368,18,0
2025-10-20 10:10:00,1.16588,1.1661,1.16575,1.1661,370,18,0
2025-10-20 10:15:00,1.1661,1.16618,1.16598,1.1661299999999999,162,18,0
2025-10-20 10:20:00,1.16614,1.16628,1.16591,1.16609,218,18,0
2025-10-20 10:25:00,1.1661,1.16644,1.16604,1.16641,170,18,0
2025-10-20 10:30:00,1.16644,1.16672,1.16617,1.16656,217,18,0
2025-10-20 10:35:00,1.16656,1.16666,1.16616,1.16627,178,18,0
2025-10-20 10:40:00,1.16625,1.16662,1.16625,1.16649,208,18,0
2025-10-20 10:45:00,1.16648,1.16654,1.16617,1.16619,169,18,0
2025-10-20 10:50:00,1.16617,1.16636,1.16604,1.16618,230,18,0
2025-10-20 10:55:00,1.1662,1.16627,1.16589,1.16617,221,18,0
2025-10-20 11:00:00,1.16617,1.16624,1.16571,1.16616,377,18,0
2025-10-20 11:05:00,1.16616,1.16632,1.16605,1.16614,179,18,0
2025-10-20 11:10:00,1.16617,1.16647,1.16614,1.16638,197,18,0
2025-10-20 11:15:00,1.16638,1.16642,1.16607,1.16622,279,18,0
2025-10-20 11:20:00,1.16622,1.16627,1.1661,1.16621,199,18,0
2025-10-20 11:25:00,1.16622,1.16645,1.16621,1.16642,221,18,0
2025-10-20 11:30:00,1.16639,1.16656,1.16637,1.16647,128,18,0
2025-10-20 11:35:00,1.16644,1.16645,1.1661,1.16621,226,18,0
2025-10-20 11:40:00,1.16618,1.16642,1.1661299999999999,1.16622,293,18,0
2025-10-20 11:45:00,1.16622,1.16642,1.16622,1.16634,249,18,0
2025-10-20 11:50:00,1.16633,1.16641,1.16593,1.16606,300,18,0
2025-10-20 11:55:00,1.16608,1.16636,1.166,1.16625,349,18,0
2025-10-20 12:00:00,1.16626,1.1666400000000001,1.1662,1.16634,359,18,0
2025-10-20 12:05:00,1.16633,1.16633,1.1659,1.16611,357,18,0
2025-10-20 12:10:00,1.16615,1.1663000000000001,1.16585,1.16586,371,18,0
2025-10-20 12:15:00,1.16587,1.16617,1.16584,1.1661299999999999,311,18,0
2025-10-20 12:20:00,1.16615,1.16622,1.16601,1.16619,210,18,0
2025-10-20 12:25:00,1.16618,1.1663000000000001,1.16609,1.16609,182,18,0
2025-10-20 12:30:00,1.16607,1.16641,1.16582,1.16638,250,18,0
2025-10-20 12:35:00,1.16639,1.16653,1.16636,1.16651,194,18,0
2025-10-20 12:40:00,1.16652,1.16669,1.16644,1.16659,252,18,0
2025-10-20 12:45:00,1.16659,1.16667,1.16643,1.16657,157,18,0
2025-10-20 12:50:00,1.16658,1.16658,1.16625,1.1663000000000001,261,18,0
2025-10-20 12:55:00,1.16627,1.16627,1.1659,1.1661,294,18,0
2025-10-20 13:00:00,1.16609,1.16621,1.1658,1.1658,210,18,0
2025-10-20 13:05:00,1.16581,1.16601,1.16574,1.16575,126,18,0
2025-10-20 13:10:00,1.16574,1.16574,1.16532,1.16568,243,18,0
2025-10-20 13:15:00,1.16567,1.16567,1.16511,1.16511,236,18,0
2025-10-20 13:20:00,1.1651,1.16526,1.16506,1.16525,240,18,0
2025-10-20 13:25:00,1.16522,1.16531,1.16504,1.16531,160,18,0
2025-10-20 13:30:00,1.16532,1.16545,1.16522,1.16534,148,18,0
2025-10-20 13:35:00,1.16535,1.1655,1.16529,1.16547,147,18,0
2025-10-20 13:40:00,1.16549,1.16552,1.1652,1.16528,177,18,0
2025-10-20 13:45:00,1.16526,1.16555,1.16526,1.16546,119,18,0
2025-10-20 13:50:00,1.16546,1.16546,1.16523,1.16535,126,18,0
2025-10-20 13:55:00,1.16536,1.16547,1.16525,1.16526,290,18,0
2025-10-20 14:00:00,1.16525,1.16525,1.16495,1.16515,216,18,0
2025-10-20 14:05:00,1.16513,1.16541,1.16504,1.16528,145,18,0
2025-10-20 14:10:00,1.16527,1.16528,1.16506,1.16524,168,18,0
2025-10-20 14:15:00,1.16521,1.16534,1.1652,1.16525,92,18,0
2025-10-20 14:20:00,1.16526,1.16527,1.16498,1.16501,118,18,0
2025-10-20 14:25:00,1.16502,1.16526,1.16499,1.16514,134,18,0
2025-10-20 14:30:00,1.16513,1.16513,1.16449,1.16487,317,18,0
2025-10-20 14:35:00,1.16487,1.16516,1.16483,1.16495,278,18,0
2025-10-20 14:40:00,1.16494,1.16496,1.16435,1.16455,334,18,0
2025-10-20 14:45:00,1.16455,1.16491,1.1645,1.16486,141,18,0
2025-10-20 14:50:00,1.16487,1.16521,1.16487,1.16515,164,18,0
2025-10-20 14:55:00,1.16516,1.16556,1.16512,1.16556,313,18,0
2025-10-20 15:00:00,1.16557,1.16577,1.16547,1.16559,381,18,0
2025-10-20 15:05:00,1.16558,1.16567,1.16535,1.16541,276,18,0
2025-10-20 15:10:00,1.1654,1.16574,1.16534,1.16574,306,18,0
2025-10-20 15:15:00,1.16575,1.16595,1.16567,1.16568,281,18,0
2025-10-20 15:20:00,1.1657,1.16584,1.16558,1.16563,353,18,0
2025-10-20 15:25:00,1.16564,1.16565,1.16534,1.16537,282,18,0
2025-10-20 15:30:00,1.16536,1.16548,1.16519,1.16534,297,18,0
2025-10-20 15:35:00,1.16537,1.16565,1.16517,1.16534,357,18,0
2025-10-20 15:40:00,1.16531,1.16556,1.16513,1.16543,297,18,0
2025-10-20 15:45:00,1.16543,1.16568,1.16517,1.1654,343,18,0
2025-10-20 15:50:00,1.1654,1.1654,1.16515,1.16527,273,18,0
2025-10-20 15:55:00,1.16527,1.16534,1.16494,1.16524,321,18,0
2025-10-20 16:00:00,1.16527,1.16536,1.1650800000000001,1.16525,385,18,0
2025-10-20 16:05:00,1.1652,1.16525,1.16503,1.16514,294,18,0
2025-10-20 16:10:00,1.16513,1.16515,1.16475,1.16498,301,18,0
2025-10-20 16:15:00,1.16497,1.16497,1.16458,1.16476,150,18,0
2025-10-20 16:20:00,1.16477,1.16489,1.1647,1.16486,166,18,0
2025-10-20 16:25:00,1.16487,1.16517,1.16476,1.16516,216,18,0
2025-10-20 16:30:00,1.16516,1.16525,1.16476,1.16477,353,18,0
2025-10-20 16:35:00,1.16476,1.16513,1.16456,1.16509,300,18,0
2025-10-20 16:40:00,1.16509,1.16517,1.16482,1.16492,259,18,0
2025-10-20 16:45:00,1.16492,1.16505,1.16466,1.16467,295,18,0
2025-10-20 16:50:00,1.16466,1.1648399999999999,1.16456,1.16467,263,18,0
2025-10-20 16:55:00,1.16464,1.1649,1.16455,1.16482,245,18,0
2025-10-20 17:00:00,1.1648399999999999,1.1651,1.16466,1.16505,273,18,0
2025-10-20 17:05:00,1.16503,1.16517,1.16483,1.16501,236,18,0
2025-10-20 17:10:00,1.165,1.1654200000000001,1.16497,1.16534,289,18,0
2025-10-20 17:15:00,1.16534,1.16562,1.16532,1.1656,318,18,0
2025-10-20 17:20:00,1.16561,1.1658,1.1655,1.1657899999999999,335,18,0
2025-10-20 17:25:00,1.1657899999999999,1.16588,1.16571,1.1657899999999999,195,18,0
2025-10-20 17:30:00,1.1658,1.1659,1.1657,1.1658,258,18,0
2025-10-20 17:35:00,1.16581,1.16634,1.16575,1.16616,432,18,0
2025-10-20 17:40:00,1.16615,1.16624,1.16589,1.166,330,18,0
2025-10-20 17:45:00,1.16599,1.16614,1.16575,1.16576,372,18,0
2025-10-20 17:50:00,1.16577,1.16586,1.16549,1.16554,317,18,0
2025-10-20 17:55:00,1.16554,1.16554,1.16524,1.16528,453,18,0
2025-10-20 18:00:00,1.16529,1.16541,1.16522,1.16525,569,18,0
2025-10-20 18:05:00,1.16526,1.16555,1.16522,1.16525,288,18,0
2025-10-20 18:10:00,1.16527,1.16562,1.16516,1.16558,196,18,0
2025-10-20 18:15:00,1.16559,1.166,1.16557,1.16591,203,18,0
2025-10-20 18:20:00,1.16593,1.1663000000000001,1.16593,1.16627,172,18,0
2025-10-20 18:25:00,1.16625,1.16635,1.16611,1.16621,152,18,0
2025-10-20 18:30:00,1.16621,1.16622,1.16599,1.16601,306,18,0
2025-10-20 18:35:00,1.16602,1.16606,1.1657899999999999,1.16585,230,18,0
2025-10-20 18:40:00,1.16586,1.16604,1.1656900000000001,1.1656900000000001,221,18,0
2025-10-20 18:45:00,1.1657,1.16573,1.16545,1.1656,227,18,0
2025-10-20 18:50:00,1.1656,1.16597,1.16548,1.16575,376,18,0
2025-10-20 18:55:00,1.16576,1.16576,1.16535,1.16541,280,18,0
2025-10-20 19:00:00,1.16543,1.16555,1.1653,1.16552,186,18,0
2025-10-20 19:05:00,1.16553,1.16574,1.16551,1.16552,154,18,0
2025-10-20 19:10:00,1.16551,1.16554,1.16538,1.16543,204,18,0
2025-10-20 19:15:00,1.16543,1.16568,1.16523,1.16561,198,18,0
